RESULT ID UNIQUE,Result_ID,Bloom_Report_ID,Case_Assignment,Case_ID,Number_of_Blooms_Linked_to_Case,Report_Type,Water_Body_Name,Official_Water_Body_Name,Landmark,County,Regional_Water_Board,Bloom_Latitude,Bloom_Longitude,Bloom_Datum,Reported_Management_Organizations,DDW_District_Office,Drinking_Water_Source,Water_Body_Manager,Rec_Land_Manager,Water_Body_Use,Water_Body_Type,Bloom_Location,Bloom_Size,Bloom_Texture,Bloom_Type,Datum,Latitude,Longitude,Measurement_Type,Measurement_Unit,Measurement_Value,Proposed_Lab_Analyses,Results_Date,Sample_Date,Sample_ID,Sample_Location,Data_Type,Site,Taxa,Water_Surface_Condition,Weather_Condition,Analysis_Type,Method,Analyte_Class,Analyte,Sample_Type
F95,95,1766,,252,1,Public Reporting,Upper Blue Lake,,Upper Blue Lakes (UBL),Lake,Region 5 - Central Valley,39.1700389,-123.00777,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F96,96,1666,,70,2,,Klamath River,Klamath Glen Hydrologic Subarea,Klamath River below Iron Gate Dam,Siskiyou,Region 1 - North Coast,41.9309941,-122.44206,WGS84,Regional Water Board,,Unknown,PacifiCorp,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F97,97,1687,,71,1,,Klamath River,Klamath Glen Hydrologic Subarea,Klamath River at Saints Rest,Humboldt,Region 1 - North Coast,41.187,-123.678,WGS84,Regional Water Board,,Unknown,Hoopa Tribe,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F98,98,1638,,72,1,,Lake Pillsbury,Lake Pillsbury Hydrologic Subarea,Lake Pillsbury,Lake,Region 1 - North Coast,39.412915,-122.95442,,,,Yes,Pacific Gas and Electric,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F99,99,1603,,73,1,Public Reporting,Salmon Creek,Salmon Creek,Sandbar by Chancellor Ranch,Sonoma,Region 1 - North Coast,38.357788,-123.05818,NAD83,North Coast Water Quality Control Board,,Unknown,Unknown,Unknown,,Wadeable stream,,between a football field and a tennis court,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F100,100,1512,,74,1,,Quarry Lakes,Alameda Creek Quarry ponds,Quarry Lakes,Alameda,Region 2 - San Francisco Bay,37.573328,-122.00181,,EBRPs,,Unknown,East Bay Regional Park District,East Bay Regional Park District,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F101,101,1640,,75,1,,Lake Almaden,Almaden Reservoir,Lake Almaden,Santa Clara,Region 2 - San Francisco Bay,37.240808,-121.87344,,City of San Jose,,No,Valley Water,City Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F618,618,2020,,315,1,,Lake Gregory,Lake Gregory,Lake Gregory,San Bernardino,Region 6 - Lahontan,34.242369,-117.27039,,,,Unknown,Unknown,County Environmental Health Department,,Reservoir,,between a tennis court and a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F102,102,1639,,76,1,Public Reporting,Arroyo Valle,Arroyo del Valle,Arroyo Valle upstream of Shadow Cliffs Regional Park,Alameda,Region 2 - San Francisco Bay,37.6684618,-121.84425,,East Bay Regional Parks District,,No,East Bay Regional Park District,East Bay Regional Park District,,Pond (<1 ha),,between a football field and a tennis court,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F103,103,1662,,77,1,Public Reporting,Lake Calavera,Calaveras Reservoir,Lake Calavera,San Diego,Region 9 - San Diego,33.16979,-117.28576,,Preserve Calavera,,No,City Department,City Department,,Reservoir,,between a football field and a tennis court,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F104,104,1525,,78,1,,Lake del Valle,Del Valle Reservoir,Lake del Valle,Alameda,Region 2 - San Francisco Bay,37.586436,-121.70371,,East Bay Regional Parks District,,Yes,California Department of Water Resources,East Bay Regional Park District,,Reservoir,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F105,105,1545,,79,2,Public Reporting,Lake Anza,Lake Anza,Lake Anza,Contra Costa,Region 2 - San Francisco Bay,37.896029,-122.25034,,East Bay Regional Parks District,,No,East Bay Regional Park District,East Bay Regional Park District,,Reservoir,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F107,107,1604,,84,1,Public Reporting,San Francisco Bay,San Francisco Bay Central,San Francisco Bay off end of Pier 15,Alameda,Region 2 - San Francisco Bay,37.80244,-122.23647,,The Exploratorium,,No,Unknown,Unknown,,Other,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F108,108,1602,,96,9,Public Reporting,Pyramid Lake,Pyramid Lake,Pyramid Lake,Los Angeles,Region 4 - Los Angeles,34.6449,-118.7642,,CA Dept of Water Resources,,Yes,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F109,109,1522,,80,1,Public Reporting,Lake Chabot,Lake Chabot (Alameda),Lake Chabot (Alameda Co),Alameda,Region 2 - San Francisco Bay,37.726948,-122.11221,NAD83,East Bay Regional Parks District,,Unknown,East Bay Regional Park District,East Bay Regional Park District,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F110,110,1618,,96,9,Public Reporting,Pyramid Lake,Pyramid Lake,Pyramid Lake,Los Angeles,Region 4 - Los Angeles,34.676129,-118.7815,,CA Dept of Water Resources,,Yes,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F111,111,1684,,96,9,Public Reporting,Pyramid Lake,Pyramid Lake,Pyramid Lake,Los Angeles,Region 4 - Los Angeles,34.661387,-118.76549,,CA Dept of Water Resources,,Yes,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F106,106,1690,,79,2,Public Reporting,Lake Anza,Lake Anza,Lake Anza,Contra Costa,Region 2 - San Francisco Bay,37.896029,-122.25034,,East Bay Regional Parks District,,No,East Bay Regional Park District,East Bay Regional Park District,,Reservoir,,between a football field and a tennis court,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F112,112,1546,,81,1,,Lake Temescal,Lake Temescal,Lake Temescal,Alameda,Region 2 - San Francisco Bay,37.846563,-122.23053,,East Bay Regional Park District,,No,East Bay Regional Park District,East Bay Regional Park District,,Reservoir,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F113,113,1578,,82,1,Public Reporting,Huichica Pond 8,"Other River, Stream, or Creek",Huichica Pond 8,Napa,Region 2 - San Francisco Bay,38.201344,-122.3185,,,,Unknown,Unknown,Unknown,,Pond (<1 ha),,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F114,114,1527,,83,1,,Richardson Bay,Richardson Bay,"Richardson Bay, at Coyote Creek outlet",Marin,Region 2 - San Francisco Bay,37.882895,-122.51889,,,,No,County Environmental Health Department,Unknown,,Other,,between a tennis court and a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F115,115,1521,,85,2,,Shadow Cliffs Lake,Shadow Cliffs Reservoir,Shadow Cliffs Lake,Alameda,Region 2 - San Francisco Bay,37.668858,-121.83874,NAD83,East Bay Regional Parks District,,Unknown,East Bay Regional Park District,East Bay Regional Park District,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F121,121,1535,,88,1,,Cachuma Lake,Cachuma Creek,"Cachuma Lake, near boat ramp",Santa Barbara,Region 3 - Central Coast,34.57849,-119.9566,WGS84,Central Coast Water Board,,No,Unknown,Unknown,,Reservoir,,between a football field and a tennis court,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F116,116,1544,,85,2,,Shadow Cliffs Lake,Shadow Cliffs Reservoir,Shadow Cliffs Lake,Alameda,Region 2 - San Francisco Bay,37.668858,-121.83874,NAD83,East Bay Regional Parks District,,No,East Bay Regional Park District,East Bay Regional Park District,,Reservoir,,no bloom,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F117,117,1526,,86,1,,Atascadero Lake,Atascadero Lake,,San Luis Obispo,Region 3 - Central Coast,35.4654,-120.667,,Central Coast Regional Water Quality Control Board,,No,Other,Unknown,,Reservoir,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F118,118,1682,,96,9,Public Reporting,Pyramid Lake,Pyramid Lake,Pyramid Lake Vaquero Swim Beach,Los Angeles,Region 4 - Los Angeles,34.661387,-118.76549,,Ca Dept of Water Resources,,Yes,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F119,119,1692,,96,9,Public Reporting,Pyramid Lake,Pyramid Lake,Pyramid Lake,Los Angeles,Region 4 - Los Angeles,34.661387,-118.76549,,CA Dept of Water Resources,,Yes,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F120,120,1537,,87,1,,Barker Slough,Barka Slough,Barker Slough at the Pumping Plant,Solano,Region 5 - Central Valley,38.275987,-121.79708,,CA Department of Water Resources,,No,County Environmental Health Department,Other,,Other,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F122,122,1681,,89,1,,Nacimiento River,Nacimiento River,"Nacimiento River, 5 mi. downriver from Naci. Campground",Monterey,Region 3 - Central Coast,36.0082287,-121.40314,,,,No,Other,United States Forest Service,,Wadeable stream,,between a tennis court and a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F123,123,1585,,97,11,,North Fork American River,"American River, North Fork, Source to Folsom Lake",North Fork American River Above Folsom Lake and below Rattlesnake Bar Boat Launch,Placer,Region 5 - Central Valley,38.8159527,-121.1075,,Central Valley Regional Water Quality Control Board,,Yes,Unknown,Unknown,,Wadeable stream,,between a football field and a tennis court,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F124,124,1576,,90,1,,Lake San Antonio,San Antonio Reservoir,Lake San Antonio,Monterey,Region 3 - Central Coast,35.8127397,-120.93103,NAD83,Central Coast Water Board,,No,Private entity,Local Park and Recreation Department,,Reservoir,,between a tennis court and a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F125,125,1536,,91,1,,Zaca Lake,Zaca Lake,Zaca Lake,Santa Barbara,Region 3 - Central Coast,34.77832,-120.0387,WGS84,Central Coast Water Board,,No,Other,Unknown,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F126,126,1582,,92,2,,Castaic Lake,Castaic Lake (180701020304),Castaic Lake at Castaic Outlet,Los Angeles,Region 4 - Los Angeles,34.523661,-118.61119,,CA Dept of Water Resources,,No,California Department of Water Resources,Local Park and Recreation Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F127,127,1598,,92,2,Public Reporting,Castaic Lake,Castaic Lake (180701020304),Castaic Lake,Los Angeles,Region 4 - Los Angeles,34.52029,-118.60034,,CA Dept of Water Resources,,Unknown,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F128,128,1557,,93,1,Public Reporting,Unnamed creek,Dume Creek (Zuma Canyon),Stream near Zuma Beach/Canyon,Los Angeles,Region 4 - Los Angeles,34.015394,-118.81978,,Bloomwatch App,,Unknown,Unknown,Unknown,,Wadeable stream,,between a football field and a tennis court,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F129,129,1518,,94,1,,El Dorado East Regional Park,El Dorado Lakes,"Northern pond near Sycamore Grove, in El Dorado East Regional Park",Los Angeles,Region 4 - Los Angeles,33.824707,-118.08535,,Habitat steward,,Unknown,Local Park and Recreation Department,Local Park and Recreation Department,,Pond (<1 ha),,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F130,130,1528,,95,1,Public Reporting,Malibu Creek,Malibu Creek,"Malibu Creek, north of Cross Creek Rd",Los Angeles,Region 4 - Los Angeles,34.042966,-118.68431,,Fish biologist,,Unknown,Unknown,California State Parks,,Wadeable stream,,between a football field and a tennis court,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F131,131,1992,,288,35,,Clear Lake,Clear Lake,Clear Lake Upper Arm (UC Davis site UA-07),Lake,Region 5 - Central Valley,39.061,-122.873,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,Other,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F132,132,1993,,288,35,,Clear Lake,Clear Lake,Clear Lake Upper Arm (UC Davis site UA-08),Lake,Region 5 - Central Valley,39.094,-122.847,,Central Valley Regional Water Quality Control Board,,Unknown,County Environmental Health Department,Other,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F133,133,1569,,96,9,,Pyramid Lake,Pyramid Lake,Pyramid Lake,Los Angeles,Region 4 - Los Angeles,34.66118,-118.76608,,DWR,,Yes,California Department of Water Resources,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F134,134,1579,,96,9,Public Reporting,Pyramid Lake,Pyramid Lake,Pyramid Lake Vaquero Swim Beach,Los Angeles,Region 4 - Los Angeles,34.661387,-118.76549,,Department of Water Resources,,Yes,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F135,135,1599,,96,9,Public Reporting,Pyramid Lake,Pyramid Lake,Pyramid Lake,Los Angeles,Region 4 - Los Angeles,34.676129,-118.7815,,CA Dept of Water Resources,,Yes,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F136,136,1615,,96,9,Public Reporting,Pyramid Lake,Pyramid Lake,Pyramid Lake,Los Angeles,Region 4 - Los Angeles,34.6449,-118.7642,,CA Dept of Water Resources,,Yes,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F137,137,1614,,97,11,,Folsom Lake,"American River, North Fork, Source to Folsom Lake",Folsom Lake at Beal's Point,Placer,Region 5 - Central Valley,38.71925,-121.16783,,Central Valley Regional Water Quality Control Board,,Yes,United States Army Corps of Engineers,California State Parks,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F138,138,1613,,97,11,,Folsom Lake,"American River, North Fork, Source to Folsom Lake",Folsom Lake at Granite Bay Boat Ramp,Placer,Region 5 - Central Valley,38.74847,-121.14574,,Central Valley Regional Water Quality Control Board,,Yes,United States Army Corps of Engineers,California State Parks,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F139,139,1573,,119,7,Public Reporting,Colorado River,Lake Havasu,"Colorado River, near Catfish Bay",San Bernardino,Region 7 - Colorado River,34.5265294,-114.38606,,Arizona Dept. Environmental Quality,,No,Arizona Department of Environmental Quality,Unknown,,Wadeable stream,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F140,140,1572,,119,7,Public Reporting,Lake Havasu,Lake Havasu,"Lake Havasu, near Chemehuevi Park",San Bernardino,Region 7 - Colorado River,34.5123656,-114.37809,,Arizona Dept. Environmental Quality,,No,Arizona Department of Environmental Quality,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F141,141,1609,,97,11,,Folsom Lake,"American River, North Fork, Source to Folsom Lake",Folsom Lake at Rattlesnake Bar Point,Placer,Region 5 - Central Valley,38.81724,-121.09293,,Central Valley Regional Water Quality Control Board,,Yes,United States Army Corps of Engineers,California State Parks,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F142,142,1608,,97,11,,Folsom Lake,"American River, North Fork, Source to Folsom Lake",Folsom Lake Below Rattlesnake Bar,Placer,Region 5 - Central Valley,38.819704,-121.10608,,Central Valley Regional Water Quality Control Board,,Yes,United States Army Corps of Engineers,California State Parks,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F143,143,1571,,119,7,Public Reporting,Lake Havasu,Lake Havasu,"Lake Havasu outlet, Colorado River",San Bernardino,Region 7 - Colorado River,34.4359222,-114.32055,,Arizona Dept. Environmental Quality,,No,Arizona Department of Environmental Quality,Unknown,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F144,144,1570,,119,7,,Lake Havasu,Lake Havasu,"Lake Havasu, near Vickie's Beach",Riverside,Region 7 - Colorado River,34.3657614,-114.22744,,Arizona Dept. Environmental Quality,,No,Arizona Department of Environmental Quality,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F145,145,1607,,97,11,,Folsom Lake,"American River, North Fork, Source to Folsom Lake",Folsom Lake Below Rattlesnake Bar,Placer,Region 5 - Central Valley,38.81331,-121.10889,,Central Valley Regional Water Quality Control Board,,Yes,United States Army Corps of Engineers,California State Parks,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F146,146,1612,,97,11,,Folsom Lake,"American River, North Fork, Source to Folsom Lake",Folsom Lake near Avery's Pond,Placer,Region 5 - Central Valley,38.8292,-121.09105,,Central Valley Regional Water Quality Control Board,,Yes,United States Army Corps of Engineers,California State Parks,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F147,147,2002,,293,14,,Lake Isabella,Lake Isabella,"Lake Isabella, Auxiliary Dam Boat Launch",Kern,Region 5 - Central Valley,35.64351,-118.46478,,,,Unknown,Unknown,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F148,148,1611,,97,11,,Folsom Lake,"American River, North Fork, Source to Folsom Lake",Folsom Lake at Rattlesnake Bar Boat Ramp (Field Duplicate),Placer,Region 5 - Central Valley,38.81859,-121.08716,,Central Valley Regional Water Quality Control Board,,Yes,United States Army Corps of Engineers,California State Parks,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F149,149,1605,,97,11,,Folsom Lake,"American River, North Fork, Source to Folsom Lake",Folsom Lake below Rattlesnake Bar,Placer,Region 5 - Central Valley,38.81573,-121.09618,,Central Valley Regional Water Quality Control Board,,Yes,United States Army Corps of Engineers,California State Parks,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F150,150,2010,,293,14,,Lake Isabella,Lake Isabella,"Lake Isabella, Camp Nine",Kern,Region 5 - Central Valley,35.69448,-118.43951,,,,Unknown,Unknown,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F151,151,1606,,97,11,,Folsom Lake,"American River, North Fork, Source to Folsom Lake",Folsom Lake below Rattlesnake Bar,Placer,Region 5 - Central Valley,38.80713,-121.09967,,Central Valley Regional Water Quality Control Board,,Yes,United States Army Corps of Engineers,California State Parks,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F152,152,1610,,97,11,,Folsom Lake,"American River, North Fork, Source to Folsom Lake",Folsom Lake at Rattlesnake Bar Boat Ramp,Placer,Region 5 - Central Valley,38.81859,-121.08716,,Central Valley Regional Water Quality Control Board,,Yes,United States Army Corps of Engineers,California State Parks,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F153,153,2009,,293,14,,Lake Isabella,Lake Isabella,"Lake Isabella, Stine Cove",Kern,Region 5 - Central Valley,35.67754,-118.41393,,,,Unknown,County Environmental Health Department,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F154,154,1619,,98,1,,Big Break Regional Shoreline,Big Break,Big Break Regional Shoreline - Kayak Launch Area,Contra Costa,Region 5 - Central Valley,38.0120194,-121.72889,,Central Valley Regional Water Quality Control Board,,No,Unknown,East Bay Regional Park District,,Other,,between a football field and a tennis court,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F155,155,1542,,99,1,Public Reporting,Black Butte Reservoir,Black Butte Reservoir,Black Butte Reservoir,Tehama,Region 5 - Central Valley,39.802347,-122.35949,,Black Butte Lake park office,,Unknown,United States Army Corps of Engineers,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F156,156,1588,,100,9,,Copsey Creek,"Cache Creek, Clear Lake to Yolo Bypass","Copsey Creek, near Lower Lake",Lake,Region 5 - Central Valley,38.9159888,-122.59472,,Elem Indian Colony,,Unknown,County Environmental Health Department,Private entity,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F157,157,2089,,321,12,,Salton Sea,Salton Sea,West Shores at Salton Sea,Imperial; Riverside,Region 7 - Colorado River,33.328826,-115.9384,,CRWQCB Region 7,,No,Joint Powers Authority,Other,,Reservoir,,no bloom,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F158,158,1530,,100,9,,Clear Lake,Clear Lake,"Clear Lake, Clearlake Oaks arm near Hwy 20 and Hillside Lane",Lake,Region 5 - Central Valley,39.019445,-122.68681,,Lake county Water Resources,,Yes,County Environmental Health Department,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F159,159,1533,,100,9,,Clear Lake,Clear Lake,Soda Bay in Clear Lake at the Clearlake Vista Resort,Lake,Region 5 - Central Valley,39.0028,-122.7977,,,,Unknown,County Environmental Health Department,Other,,Reservoir,,between a football field and a tennis court,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F160,160,1563,,100,9,Public Reporting,Clear Lake,Clear Lake,"Clear Lake, Jago Bay, Lower Arm in Lower Lake, CA",Lake,Region 5 - Central Valley,38.948856,-122.66023,,,,Unknown,Unknown,Unknown,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F161,161,1632,,105,4,Public Reporting,West Drainage Canal,"Other River, Stream, or Creek",at Natomas estates park,Sacramento,Region 5 - Central Valley,38.6362,-121.53596,,,,No,Unknown,Unknown,,,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F162,162,1541,,100,9,,Clear Lake,Clear Lake,"Clear Lake, entire shoreline of Jago Bay, Lower Arm, Lower Lake, CA",Lake,Region 5 - Central Valley,38.948856,-122.66023,,Big Valley Band of Pomo Indians,,Unknown,County Environmental Health Department,Private entity,,Reservoir,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F163,163,1564,,100,9,Public Reporting,Clear Lake,Clear Lake,"Clear Lake, Oaks Arm, west of Clearlake Oaks",Lake,Region 5 - Central Valley,39.01929,-122.67514,,CVRWQCB,,Unknown,Unknown,Unknown,,Reservoir,,between a football field and a tennis court,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F164,164,1566,,100,9,,Clear Lake,Clear Lake,"Clear Lake, Bayliss Point, Lower Arm in Lower Lake, CA",Lake,Region 5 - Central Valley,38.94884,-122.68957,,,,Unknown,County Environmental Health Department,County Environmental Health Department,,Reservoir,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
